n_colonies,local_patience,sharing_frequency,sharing_ratio,initial_mu,lm_max_iterations,mean_accuracy,std_accuracy,n_evals,dataset
4,10,15,0.15,0.1,10,0.7481770833333333,0.019576336848596627,20,diabetes
4,7,10,0.2,0.001,10,0.7502604166666667,0.018375528502414713,20,diabetes
4,7,15,0.1,0.001,10,0.7502604166666667,0.018375528502414713,20,diabetes
4,7,15,0.05,0.001,10,0.7502604166666667,0.018375528502414713,20,diabetes
4,7,15,0.2,0.001,10,0.7502604166666667,0.018375528502414713,20,diabetes
5,3,5,0.15,0.001,10,0.7471354166666666,0.024731358281850958,20,diabetes
